0, 1651041412.9695053
12, 1651041415.5695748
14, 1651041421.3084233
9, 1651041427.049439
14, 1651041432.805293
16, 1651041438.549873
16, 1651041444.29963
16, 1651041450.0530148
13, 1651041455.7898426
18, 1651041461.5365918
11, 1651041467.2964196
18, 1651041473.0430987
17, 1651041478.785432
14, 1651041484.5347538
18, 1651041490.2806327
18, 1651041496.0280342
11, 1651041501.781856
12, 1651041507.532003
14, 1651041513.276489
12, 1651041519.016237
13, 1651041524.7774403
9, 1651041530.5239854
9, 1651041536.265488
9, 1651041542.0148778
18, 1651041547.765187
11, 1651041553.5192268
12, 1651041559.2600658
14, 1651041565.0084753
16, 1651041570.7635176
16, 1651041576.5027673
16, 1651041582.246404
17, 1651041587.994096
16, 1651041593.7460923
13, 1651041599.4961786
18, 1651041605.2502947
12, 1651041610.9980345
11, 1651041616.7451565
12, 1651041622.4815788
9, 1651041628.2430127
12, 1651041633.9845545
12, 1651041639.7311673
12, 1651041645.486361
14, 1651041651.235413
18, 1651041656.9768882
16, 1651041662.721233
18, 1651041668.4675555
17, 1651041674.2216818
18, 1651041679.9751313
17, 1651041685.714721
17, 1651041691.4704738
9, 1651041697.2178838
11, 1651041702.9661767
11, 1651041708.7039998
13, 1651041714.4509883
14, 1651041720.212587
13, 1651041725.9523451
16, 1651041731.7002478
9, 1651041737.449471
12, 1651041743.201373
13, 1651041748.9535198
11, 1651041754.6910598
12, 1651041760.4471393
11, 1651041766.19622
13, 1651041771.9342043
12, 1651041777.6890812
16, 1651041783.4370515
11, 1651041789.1894138
18, 1651041794.9340875
14, 1651041800.6759274
12, 1651041806.4246337
17, 1651041812.1700075
12, 1651041817.9223063
9, 1651041823.6650653
16, 1651041829.4187064
18, 1651041835.17376
9, 1651041840.9159942
13, 1651041846.6684937
14, 1651041852.4172215
14, 1651041858.1617272
13, 1651041863.9046524
12, 1651041869.6630828
17, 1651041875.402726
12, 1651041881.1566908
9, 1651041886.9002068
11, 1651041892.6492121
14, 1651041898.4002821
9, 1651041904.1439884
9, 1651041909.8986065
14, 1651041915.6446033
11, 1651041921.3870196
14, 1651041927.1385477
11, 1651041932.876885
11, 1651041938.633563
17, 1651041944.3826725
13, 1651041950.1217544
18, 1651041955.8809931
17, 1651041961.6181483
18, 1651041967.366582
13, 1651041973.1152375
13, 1651041978.873736
11, 1651041984.612083
17, 1651041990.3605306
12, 1651041996.111073
13, 1651042001.8598278
11, 1651042007.6103437
9, 1651042013.3595765
16, 1651042019.1034863
14, 1651042024.8548348
17, 1651042030.601537
16, 1651042036.3482213
18, 1651042042.098573
12, 1651042047.8468065
16, 1651042053.5929132
18, 1651042059.342523
17, 1651042065.0952497
11, 1651042070.8363426
17, 1651042076.5831301
16, 1651042082.326413
16, 1651042088.088251
11, 1651042093.8345518
18, 1651042099.5758994
13, 1651042105.3310068
17, 1651042111.0690637
17, 1651042116.825083
18, 1651042122.563199
16, 1651042128.3144171
9, 1651042134.0735698
11, 1651042139.8097138
9, 1651042145.5671484
9, 1651042151.3030303
9, 1651042157.058026
13, 1651042162.8066587
16, 1651042168.5474384
14, 1651042174.2993977
9, 1651042180.0557742
14, 1651042185.7958689
17, 1651042191.5491605
17, 1651042197.2968032
11, 1651042203.0394166
13, 1651042208.797192
16, 1651042214.5404596
18, 1651042220.2854364
12, 1651042226.0309632
18, 1651042231.777739
17, 1651042237.5242803
9, 1651042243.281528
13, 1651042249.0344238
9, 1651042254.7744193
16, 1651042260.5275466
13, 1651042266.262643
14, 1651042272.0241706
18, 1651042277.7680402
13, 1651042283.516315
14, 1651042289.261365
14, 1651042295.0131977
11, 1651042300.7527616
17, 1651042306.5006888
13, 1651042312.2593017
14, 1651042318.0023072
17, 1651042323.744644
12, 1651042329.4937077
